		名詞	
@めでぃすん	スウィートポイズン	名詞	花：メディスンのExショット
@めでぃすん	霧符「ガシングガーデン」	名詞	文：4-2 メディスン
@めでぃすん	毒符「ポイズンブレス」	名詞	文：4-5 メディスン
@めでぃすん	譫妄「イントゥデリリウム」	名詞	文：4-7 メディスン
@めるらん	騒霊トランペッター	名詞	花求：メルランの二つ名
@めるらん	躁の音を演奏する程度の能力	名詞	花：メルランの能力
@めるらん	管霊「ヒノファンタズム」	名詞	妖：メルラン 4面EN--
@めるらん	冥管「ゴーストクリフォード」	名詞	妖：メルラン 4面--HL
@めるらん	騒符「ソウルゴーハッピー」	名詞	花：メルラン C2、C3
@めるらん	騒符「メルラン・ハッピーライブ」	名詞	花：メルラン ボスアタック
@めるらん	高山流水	名詞	花：メルラン カットイン
@めるらん	リバーサイドソング	名詞	花：メルランのC1
@めるらん	トランペットソウル	名詞	花：メルランのExショット
@もこう	蓬莱の人の形	名詞	永：妹紅の二つ名
@もこう	焼死しない人間	名詞	文：妹紅の二つ名(ターゲットコードネーム)
@もこう	紅の自警隊	名詞	求：妹紅の二つ名
@もこう	老いる事も死ぬ事も無い程度の能力	名詞	永：妹紅の能力
@もこう	死なない程度の能力	名詞	求：妹紅の能力
@もこう	時効「月のいはかさの呪い」	名詞	永：妹紅 Extra
@もこう	不死「火の鳥　‐鳳翼天翔‐」	名詞	永：妹紅 Extra
@もこう	藤原「滅罪寺院傷」	名詞	永：妹紅 Extra
@もこう	不死「徐福時空」	名詞	永：妹紅 Extra
@もこう	滅罪「正直者の死」	名詞	永：妹紅 Extra
@もこう	虚人「ウー」	名詞	永：妹紅 Extra
@もこう	不滅「フェニックスの尾」	名詞	永：妹紅 Extra
@もこう	蓬莱「凱風快晴　‐フジヤマヴォルケイノ‐」	名詞	永：妹紅 Extra
@もこう	「パゼストバイフェニックス」	名詞	永：妹紅 Extra
@もこう	「蓬莱人形」	名詞	永：妹紅 Extra //(咒詛) 萃：アリスの弐符C / 緋非：アリスのスペル
@もこう	「インぺリシャブルシューティング」	名詞	永：妹紅 Extra
@もこう	「フェニックス再誕」	名詞	永：妹紅 LastWord
@もこう	貴人「サンジェルマンの忠告」	名詞	文：Ex-5 妹紅
@もこう	蓬莱「瑞江浦嶋子と五色の瑞亀」	名詞	文：Ex-6 妹紅
@もみじ	下っ端哨戒天狗	名詞	風：椛の二つ名
@もみじ	山のテレグノシス	名詞	DS：椛の二つ名(ターゲットコードネーム)
@もみじ	千里先まで見通す程度の能力	名詞	風：椛の能力
@もみじ	狗符「レイビーズバイト」	名詞	DS：4-4 椛
@もみじ	山窩「エクスペリーズカナン」	名詞	DS：4-6 椛
@やつはし	古びた琴の付喪神	名詞	輝：八橋の二つ名
@やつはし	自ら音を発して演奏できる程度の能力	名詞	輝：八橋の能力
@やつはし	琴符「諸行無常の琴の音」	名詞	輝：八橋：4面B ENHL
@やつはし	響符「平安の残響」	名詞	輝：八橋：4面B EN--
@やつはし	響符「エコーチェンバー」	名詞	輝：八橋：4面B --HL
@やつはし	箏曲「下剋上送筝曲」	名詞	輝：八橋：4面B EN--
@やつはし	箏曲「下剋上レクイエム」	名詞	輝：八橋：4面B --HL
@やつはし	弦楽「嵐のアンサンブル」	名詞	輝：弁々&八橋：Extra道中
@やつはし	弦楽「浄瑠璃世界」	名詞	輝：弁々&八橋：Extra道中
@やまめ	暗い洞窟の明るい網	名詞	地口：ヤマメの二つ名
@やまめ	忍び寄る恐怖の気	名詞	DS：ヤマメの二つ名(ターゲットコードネーム)
@やまめ	病気（主に感染症）を操る程度の能力	名詞	地口：ヤマメの能力
@やまめ	罠符「キャプチャーウェブ」	名詞	地：ヤマメ 1面EN--
@やまめ	蜘蛛「石窟の蜘蛛の巣」	名詞	地：ヤマメ 1面--HL
@やまめ	瘴符「フィルドミアズマ」	名詞	地：ヤマメ 1面EN--
@やまめ	瘴気「原因不明の熱病」	名詞	地：ヤマメ 1面--HL
@やまめ	細綱「カンダタロープ」	名詞	DS：3-4 ヤマメ
@やまめ	毒符「樺黄小町」	名詞	DS：3-7 ヤマメ
@ゆうか	四季のフラワーマスター	名詞	花求：幽香の二つ名
@ゆうか	花を操る程度の能力	名詞	花求：幽香の能力
@ゆうか	花符「幻想郷の開花」	名詞	花：幽香 C2、C3
@ゆうか	幻想「花鳥風月、嘯風弄月」	名詞	花：幽香 ボスアタック
@ゆうか	月に叢雲 花に風	名詞	花：幽香 カットイン
@ゆうか	フラワーシューティング	名詞	花：幽香のC1
@ゆうか	幻想春花	名詞	花：幽香のExショット
@ゆうぎ	語られる怪力乱神	名詞	地口：勇儀の二つ名
@ゆうぎ	破滅的な金剛力	名詞	DS：勇儀の二つ名(ターゲットコードネーム)
@ゆうぎ	怪力乱神を持つ程度の能力	名詞	地口：勇儀の能力
@ゆうぎ	鬼符「怪力乱神」	名詞	地：勇儀 3面ENHL
@ゆうぎ	怪輪「地獄の苦輪」	名詞	地：勇儀 3面EN--
@ゆうぎ	枷符「咎人の外さぬ枷」	名詞	地：勇儀 3面--HL
@ゆうぎ	力業「大江山嵐」	名詞	地：勇儀 3面EN--
@ゆうぎ	力業「大江山颪」	名詞	地：勇儀 3面--HL
@ゆうぎ	四天王奥義「三歩必殺」	名詞	地：勇儀 3面ENHL
@ゆうぎ	光鬼「金剛螺旋」	名詞	DS：6-3 勇儀
@ゆうぎ	鬼符「鬼気狂瀾」	名詞	DS：6-5 勇儀
@ゆうぎ	鬼声「壊滅の咆哮」	名詞	DS：6-7 勇儀
@ゆかり	神隠しの主犯	名詞	妖：紫の二つ名
@ゆかり	幻想の境界	名詞	萃緋非：紫の二つ名
@ゆかり	境目に潜む妖怪	名詞	永儚：紫の二つ名
@ゆかり	気味の悪い微笑み	名詞	文：紫の二つ名(ターゲットコードネーム)
@ゆかり	幻想の狐の嫁入り	名詞	緋(本編)：紫の二つ名
@ゆかり	境界の妖怪	名詞	地求三：紫の二つ名
@ゆかり	神出鬼没の妖怪	名詞	茨：紫の二つ名
@ゆかり	あらゆる境界を操る程度の能力	名詞	妖：紫の能力
@ゆかり	境界を操る程度の能力	名詞	永萃地求：紫の能力
@ゆかり	結界「夢と現の呪」	名詞	妖：紫 Phantasm
@ゆかり	結界「動と静の均衡」	名詞	妖：紫 Phantasm
@ゆかり	結界「光と闇の網目」	名詞	妖：紫 Phantasm
@ゆかり	罔両「ストレートとカーブの夢郷」	名詞	妖：紫 Phantasm
@ゆかり	罔両「八雲紫の神隠し」	名詞	妖：紫 Phantasm
@ゆかり	罔両「禅寺に棲む妖蝶」	名詞	妖：紫 Phantasm
@ゆかり	魍魎「二重黒死蝶」	名詞	妖：紫 Phantasm
@ゆかり	式神「八雲藍」	名詞	妖：紫 Phantasm / 萃：紫の壱符B / 緋非：紫のスペル
@ゆかり	「人間と妖怪の境界」	名詞	妖：紫 Phantasm
@ゆかり	結界「生と死の境界」	名詞	妖：紫 Phantasm
@ゆかり	紫奥義「弾幕結界」	名詞	妖：紫 Phantasm
@ゆかり	結界「魅力的な四重結界」	名詞	萃：紫の弐符A / 緋非：紫のスペル
@ゆかり	式神「八雲藍＋」	名詞	萃：紫の弐符B
@ゆかり	境符「二次元と三次元の境界」	名詞	萃：紫の壱符C / 緋非：紫のスペル
@ゆかり	結界「客観結界」	名詞	萃：紫の弐符C / 緋非：紫のスペル
@ゆかり	開けて悔しき玉手箱	名詞	萃：紫 / 緋非：紫の必殺技
@ゆかり	禅寺に潜む妖蝶	名詞	萃：紫 / 緋非：紫の必殺技
@ゆかり	枕石漱流	名詞	萃：紫 / 緋非：紫の必殺技
@ゆかり	漱石枕流	名詞	萃：紫
@ゆかり	幻想狂想穴	名詞	萃：紫 / 緋非：紫の必殺技
@ゆかり	符の壱「四重結界」	名詞	萃：紫のストーリースペル
@ゆかり	符の弐「八雲卍傘」	名詞	萃：紫のストーリースペル
@ゆかり	符の参「八雲藍」	名詞	萃：紫のストーリースペル
@ゆかり	外力「無限の超高速飛行体」	名詞	萃：紫のストーリースペル
@ゆかり	幻想「第一種永久機関」	名詞	萃：紫のストーリースペル
@ゆかり	「深弾幕結界　‐夢幻泡影‐」	名詞	永：紫 LastWord
@ゆかり	妖回針	名詞	永：紫のショット
@ゆかり	召喚八雲式	名詞	永：紫の使い魔
@ゆかり	境符「四重結界」	名詞	永：紫の自機スペル / 萃：紫の壱符A / 緋非：紫のスペル
@ゆかり	境界「永夜四重結界」	名詞	永：紫の自機ラストスペル
@ゆかり	境符「色と空の境界」	名詞	文：Ex-3 紫
@ゆかり	境符「波と粒の境界」	名詞	文：Ex-4 紫
@ゆかり	至る処に青山あり	名詞	緋非：紫の必殺技
@ゆかり	幻想卍傘	名詞	緋非：紫の必殺技
@ゆかり	物質と反物質の宇宙	名詞	緋非：紫の必殺技
@ゆかり	肉体分解機	名詞	緋非：紫の必殺技
@ゆかり	魅惑のエサ	名詞	緋非：紫の必殺技
@ゆかり	幻巣「飛光虫ネスト」	名詞	緋：紫の自機・ストーリースペル / 非：紫のスペル
@ゆかり	空餌「中毒性のあるエサ」	名詞	緋非：紫のスペル
@ゆかり	廃線「ぶらり廃駅下車の旅」	名詞	緋非：紫のスペル
@ゆかり	式神「橙」	名詞	妖：藍 Extra / 緋非：紫のスペル
@ゆかり	光弾「ドップラーエフェクト」	名詞	緋：紫のストーリースペル
@ゆかり	捌器「全てを二つに別ける物」	名詞	緋：紫のストーリースペル
@ゆかり	空餌「狂躁高速飛行体」	名詞	緋：紫のストーリースペル
@ゆかり	「八雲の巣」	名詞	緋：紫のストーリースペル
@ゆかり	知能と脚の境界	名詞	非：紫の必殺技
@ゆかり	変容を見る眼	名詞	非：紫の必殺技
@ゆかり	キマイラの翼	名詞	非：紫の必殺技
@ゆかり	魔眼「ラプラスの魔」	名詞	非：紫のスペル
@ゆめじくう	夢は時空を越えて	名詞	夢時空：タイトル画面テーマ / 幺樂団4：Tr.01
@ゆめじくう	Selection	名詞	夢時空：使用キャラ選択のテーマ / 幺樂団4：Tr.02
@ゆめじくう	東方妖恋談	名詞	夢時空：靈夢のテーマ / 幺樂団4：Tr.03 / 萃：霊夢(昼)のテーマ / 緋：霊夢のテーマ / 非：「夢想天生」BGM
@ゆめじくう	Reincarnation	名詞	夢時空：魅魔のテーマ / 幺樂団4：Tr.04 // [リーインカーネイション] 蓬莱人形：Tr.10
@ゆめじくう	Dim. Dream	名詞	夢時空：魔理沙のテーマ / 幺樂団4：Tr.05
@ゆめじくう	Tabula rasa　～ 空白少女	名詞	夢時空：エレンのテーマ / 幺樂団4：Tr.06
@ゆめじくう	Maniacal Princess	名詞	夢時空：小兎姫のテーマ / 幺樂団4：Tr.07
@ゆめじくう	夢消失　～ Lost Dream	名詞	夢時空：カナのテーマ / 幺樂団4：Tr.08
@ゆめじくう	夢幻遊戯　～ Dream War	名詞	夢時空：理香子のテーマ / 幺樂団4：Tr.09
@ゆめじくう	魔法決戦！　～ Fight it out!	名詞	夢時空：CPU7人目のテーマ / 幺樂団4：Tr.11
@ゆめじくう	Sailor of Time	名詞	夢時空：ちゆりのテーマ / 幺樂団4：Tr.13
@ゆめじくう	Strawberry Crisis!!	名詞	夢時空：夢美のテーマ / 幺樂団4：Tr.15
@ゆめじくう	非統一魔法世界論	名詞	夢時空：中ボスデモのテーマ / 幺樂団4：Tr.12
@ゆめじくう	魔法鐘愛	名詞	夢時空：夢美デモのテーマ / 幺樂団4：Tr.14
@ゆめじくう	久遠の夢	名詞	夢時空：共通エンディングテーマ / 幺樂団4：Tr.16
@ゆめじくう	東方の青い空	名詞	夢時空：昼のエンディングテーマ / 幺樂団4：Tr.17
@ゆめじくう	永遠の満月	名詞	夢時空：夜のエンディングテーマ / 幺樂団4：Tr.18
@ゆめじくう	Maple Dream...	名詞	夢時空：スタッフロールテーマ / 幺樂団4：Tr.19
@ゆめじくう	霊人の休日	名詞	夢時空：ネームレジストのテーマ / 幺樂団4：Tr.21
@ゆめじくう	勝利デモ	名詞	夢時空：勝利デモのテーマ / 幺樂団4：Tr.10
@ゆめじくう	ゲームオーバー	名詞	夢時空：ゲームオーバーのテーマ / 幺樂団4：Tr.20
@ゆめじくう	時の風	名詞	夢時空：未使用曲 / 幺樂団4：Tr.22
@ゆめじくう	スターボウドリーム	名詞	夢時空：未使用曲 / 幺樂団4：Tr.23
@ゆめじくう	Phantasmagoria	名詞	夢時空：未使用曲 / 幺樂団4：Tr.24
@ゆめたがえ	童祭　～ Innocent Treasures	名詞	夢違科学世紀：Tr.01 / 東方の夜明け 神主入退場のテーマ
@ゆめたがえ	華胥の夢	名詞	夢違科学世紀：Tr.02
@ゆめたがえ	上海紅茶館　～ Chinese Tea	名詞	紅魔郷：3面のテーマ / 非想天則：美鈴のテーマ / 夢違科学世紀：Tr.03
@ゆめたがえ	ヴォヤージュ1969	名詞	永夜抄：6面のテーマ / 夢違科学世紀：Tr.04
@ゆめたがえ	科学世紀の少年少女	名詞	夢違科学世紀：Tr.05
@ゆめたがえ	永夜の報い　～ Imperishable Night	名詞	夢違科学世紀：Tr.06 // 永夜抄：4面のテーマ
@ゆめたがえ	夜が降りてくる　～ Evening Star	名詞	萃夢想：紫のテーマ / 夢違科学世紀：Tr.07 // 緋想天：紫のテーマ
@ゆめたがえ	人形裁判　～ 人の形弄びし少女	名詞	妖々夢：3面ボス・アリスのテーマ / 夢違科学世紀：Tr.08 // 萃夢想：アリス(夜)のテーマ
@ゆめたがえ	夢と現の境界	名詞	夢違科学世紀：Tr.09
@ゆめたがえ	幻想機械　～ Phantom Factory	名詞	夢違科学世紀：Tr.10 // [幻想科学　～ Doll's Phantom] 秋霜玉：6面ボスのテーマ2
@ゆめたがえ	幽玄の槭樹　～ Eternal Dream	名詞	夢違科学世紀：Tr.11 // [Eternal Dream　～ 幽玄の槭樹] 永夜抄：スタッフロールテーマ
@ゆゆこ	幽冥楼閣の亡霊少女	名詞	妖：幽々子の二つ名
@ゆゆこ	天衣無縫の亡霊	名詞	萃緋非：幽々子の二つ名
@ゆゆこ	華胥の亡霊	名詞	永求儚：幽々子の二つ名
@ゆゆこ	幽雅な心霊写真	名詞	文：幽々子の二つ名(ターゲットコードネーム)
@ゆゆこ	雪の亡霊	名詞	緋(本編)：幽々子の二つ名
